user_id, text, lat, lon, lang
835799874, "-Este mensaje del ISIS. Lucharemos Andaluc\\\\u00eda. -Nos damos dormidos.", 40.4638989, -3.6924726, es
308991132, "BUEN\\\\u00cdSIMO @dinglada1: Derrame emocional y par\\\\u00e1lisis pol\\\\u00edtica (Ferran Gallego) https://t.co/ebI4v8audJ", 40.4231159, -3.6965377, es
308991132, "@mitjamic Qui\\\\u00e9n dirige ese grupo? Qui\\\\u00e9n planea atentados? Qui\\\\u00e9n pol\\\\u00edtico, militar y religioso? Ellas?", 40.4231159, -3.6965377, es
835799874, "Los ultras sur VS ISIS Concha Espina. Lo veo.", 40.4638989, -3.6924726, es
362683016, "Como dijimos manifestaciones VUESTRA CRISIS NO LA PAGAMOS! #DetabateUTN #L6Ncalleiglesias https://t.co/ZfW9hsFy7C", 40.3994079, -3.5989758, es
487900041, "Lo peor gente que sigue Putin, no, \\\\u00e9l dijo frase esa terroristas, dijo peli Denzel Washington xd", 40.4743836, -3.6378672, es
308991132, "@miqueliceta est\\\\u00e1 importante crisis x habilidad oratoria y sensatez. El PSC futuro (Zarzalejos @LaVanguardia)", 40.4231159, -3.6965377, es
487900041, "Eta hizo ni atentado declarar autor\\\\u00eda, y todos que Al Qaeda, mayor tonter\\\\u00eda que dicho, y voto C's xd", 40.4743836, -3.6378672, es
308991132, "Atentados atacan pa\\\\u00eds sino valores.Deber\\\\u00edamos imaginar unnosotrxs transnacional definido x valores(@MariamMartinezB @el_pais)", 40.4231159, -3.6965377, es
3390661523, "@analisisalcubo @chipinazo 4 gana mucho, hay m\\\\u00e1s bloqueo y lucha bonos, artistas, obras y meeples.", 40.4239998, -3.7216579, es
300445924, "@dmartinezpr @la2_tve Totalmente acuerdo @ThisisoperaTV gran ejemplo", 40.4063968, -3.6749056, es
381524419, "Rivera se pasa x forro Congreso,le vale diputaci\\\\u00f3n permanente decidir se env\\\\u00edan tropas espa\\\\u00f1olas Siria #ObjetivoRivera", 40.39785958, -3.7060278, es
362683016, "@CiudadanosCs @Albert_Rivera neoliberalismo llevado crisis y destrozado ciencia #ObjetivoRivera", 40.3994079, -3.5989758, es
487900041, "Estoy viendo Hollande decir directo que toda Europa se locura terrorista, espero que Rajoy muestre cordura primera vez", 40.4743836, -3.6378672, es
487900041, "Por mucho dinero que tenga ISIS les vendemos nada se comen billetes patatas xd", 40.4743836, -3.6378672, es
487900041, "Vaya, espera, que est\\\\u00e1n diciendo que t\\\\u00eda que se hab\\\\u00eda inmolado y luego se pas\\\\u00f3 al ISIS ven\\\\u00eda traficar xd", 40.4743836, -3.6378672, es
271996747, ".@Pablo_Iglesias_ y @PSOE coinciden hoy: En Espa\\\\u00f1a nadie salvo @Albert_Rivera est\\\\u00e1 d acuerdo enviar tropas Siria #IglesiasForoEM", 40.4391272, -3.7039614, es
1027204951, "Que otra cosa digo, bombardeos EEUU y Francia siempre acaban algun cabecilla y bases del ISIS, Rusia colegios, hospitales +", 40.3449722, -3.8159208, es
783157418, "@txemadomi @gudaricatala1 @Zurine3 Rusia se enzarza OTAN, escenario servido III GM y sentencia pa Turqu\\\\u00eda y Siria", 40.3404298, -3.8462228, es
487900041, "Pueden decir pues t\\\\u00fa vas siria b\\\\u00e1sicamente morir que vas morir que hay, y o vas o vas, eso vida", 40.4743836, -3.6378672, es
308991132, "Gracias! @MacoQuebueno: Excelente an\\\\u00e1lisis del discurso del maltrato cultura x LFreixas @LaVanguardia https://t.co/bfRvQCHHpi", 40.4231159, -3.6965377, es
381524419, "S\\\\u00e1nchez:El 24h hizo programacion estupendala noche atentados Par\\\\u00eds.Antes o despu\\\\u00e9s d volver pel\\\\u00edcula programada? #BertinyPedro", 40.39785958, -3.7060278, es
487900041, "Que llevamos semanas y pico escuchar otra cosa que Hollande Hollande terroristas, ya hasta polla xd", 40.4743836, -3.6378672, es
926212477, "@GalactosaMagica que siempre quisiste improbable. Asi que dar bolo brutal familia y amigos.", 40.3826953, -3.6229353, es
41557723, "Cuidado, que TVE pensar que ISIS ataca Madrid. #facetheforce. @ Plaza Espa\\\\u00f1a (Madrid) https://t.co/je7mrpMJmR", 40.42277778, -3.71194444, es
487900041, "Francia sacando dinero atentados vendiendo 5\\\\u20ac banderas Francia y pidiendo que compren homenaje", 40.4743836, -3.6378672, es
591929366, "Marina, semana pasada quisiste protagonismo que tenido 3 meses, eso sales expulsada. Besis. #Gala12GH16", 40.4351144, -3.7027627, es
130816861, "\\\\u00a1Hola #Madrid! @ Madrid Hotel Isis https://t.co/TOu3HTcbpV", 40.3887295, -3.70022909, es
926212477, "He visto trailer Civil War y que dejado puta maiden. No se breve an\\\\u00e1lisis...", 40.3826953, -3.6229353, es
783157418, "Se asumido q bombardeos son soluci\\\\u00f3n. Se busca intervenci\\\\u00f3n terrestre tropas kurdas y sirias. Crearemos Otro monstruo?", 40.3404298, -3.8462228, es
783157418, "@jjmabur morenes vendedor d armas? Mejor q tiene, pq todos d sale. Irak, Afganistan, Siria, Yemen... Muertos...", 40.3404298, -3.8462228, es
1027204951, "@BonDiegoJovi A tu madre casi le da algo al verte bandera Siria y ahora te pones RDA, tientes ley mordaza", 40.3449722, -3.8159208, es
362683016, "Como deciamos manis... vuestra crisis pagamos necesitamos Podemos #L6Nsueldos #L6Ncallepsanchez https://t.co/k0qFVZqqpb", 40.3994079, -3.5989758, es
492956912, ".@frdelatorre Vamos reconstruir clase media debastada crisis #SolucionesCs https://t.co/YKDCXOwNRY", 40.4416134, -3.6722203, es
783157418, "@PedroPmotero y deber\\\\u00edamos meterlo avi\\\\u00f3n Siria y soltarlo desierto", 40.3404298, -3.8462228, es
7742252, "La colcha @codeterrorist y @lurilurika. \\\\ud83c\\\\udfbcCada loco \\\\ud83c\\\\udfb5con tema\\\\ud83c\\\\udfb6 @ Rivas Urbanizaciones https://t.co/pKrLTCaHTk", 40.3667715, -3.5472758, es
222083433, "Reuni\\\\u00f3n amigos. Los amo! Esperando llegada peque\\\\u00f1a Isis paulova82 mabuhayyyyyy leilamaki\\\\u2026 https://t.co/zcnyc6XEcL", 40.4150675, -3.6695171, es
622100444, "#ObjetivoIglesias Salir crisis al neoliberal, sueldos mierda enriquecer m\\\\u00e1s ricos, interesa.", 40.3818877, -3.6744826, es
6571822, "An\\\\u00e1lisis predictivo: Amazon predice que el14/12/2015 ser\\\\u00e1 d\\\\u00eda que m\\\\u00e1s compraremos online. https://t.co/h1mY1hMG2v https://t.co/es8kQuXPkV", 40.5101902, -3.6697756, es
1449550838, "La casa ideal espa\\\\u00f1oles y europeos: RE/MAX Europa, exhaustivo an\\\\u00e1lisis realizado 8.000 personas e... https://t.co/Tb6VLSk9iX", 40.4072203, -3.6570055, es
1966678669, "La casa ideal espa\\\\u00f1oles y europeos: RE/MAX Europa, exhaustivo an\\\\u00e1lisis realizado 8.000 personas e... https://t.co/4Wwd4znR5m", 40.4072203, -3.6570055, es
186478529, "ESN : A Syrian cultural day Spain: For part, Venezuelan Ambassador Spain Mario Isea Boh?rquez\\\\u2026 https://t.co/CH434TnTOv", 40.41970731, -3.69855957, es
308991132, "CUP representa hijos terribles enfrentados padres x crisis q trunc\\\\u00f3 expectativas explica @EnricJuliana @LaVanguardia", 40.4231159, -3.6965377, es
487900041, "Gente c\\\\u00e1rcel ideolog\\\\u00eda pol\\\\u00edtica llamados terroristas y televisi\\\\u00f3n siguen llamando artista Pantoja, qu\\\\u00e9 asco pa\\\\u00eds", 40.4743836, -3.6378672, es
1179981192, "#AlertaTerroristaEP estuvo jueves 19 Tendencia Espa\\\\u00f1a durante 4 horas: https://t.co/reoIdAaCpf #trndnl", 40.4203, -3.7058, es
383803744, "Lo evidente y emp\\\\u00edrico terrorismo ISIS /DASCH, qui\\\\u00e9n est\\\\u00e1 detr\\\\u00e1s y pueda beneficiarse ll\\\\u00edmites y derechos Democracia ?", 40.43420177, -3.71789509, es
383803744, "Lo evidente y emp\\\\u00edrico terrorismo ISIS /DASCH, qui\\\\u00e9n est\\\\u00e1 detr\\\\u00e1s y pueda beneficiarse limites libertades y derechos democr\\\\u00e1ticos?", 40.43420177, -3.71789509, es
783157418, "https://t.co/Zoum0dJwGI China apoya bombardeos d Rusia Siria https://t.co/1spAYRCPL8 China toma partido... empezar temblar", 40.3404298, -3.8462228, es
487900041, "Ah bueno espera s\\\\u00ed, mejor echo minecraft y as\\\\u00ed aprendo matar terroristas Par\\\\u00eds xd", 40.4743836, -3.6378672, es
1179981192, "93 cuentas y 108 tuits (80 RTs) 1 hora convirtieron #AlertaTerroristaEP Tendencia. #trndnl", 40.4203, -3.7058, es
1179981192, "221.585 personas podr\\\\u00edan haber visto #AlertaTerroristaEP 1\\\\u00aa menci\\\\u00f3n hasta convertirse Tendencia. #trndnl", 40.4203, -3.7058, es
381524419, "S\\\\u00e1nchez:El 24h hizo programacion estupendala noche atentados Par\\\\u00eds.Antes o despu\\\\u00e9s d volver pel\\\\u00edcula programada? #BertinyPedro", 40.39785958, -3.7060278, es
487900041, "Que llevamos semanas y pico escuchar otra cosa que Hollande Hollande terroristas, ya hasta polla xd", 40.4743836, -3.6378672, es
926212477, "@GalactosaMagica que siempre quisiste improbable. Asi que dar bolo brutal familia y amigos.", 40.3826953, -3.6229353, es
41557723, "Cuidado, que TVE pensar que ISIS ataca Madrid. #facetheforce. @ Plaza Espa\\\\u00f1a (Madrid) https://t.co/je7mrpMJmR", 40.42277778, -3.71194444, es
487900041, "Francia sacando dinero atentados vendiendo 5\\\\u20ac banderas Francia y pidiendo que compren homenaje", 40.4743836, -3.6378672, es
591929366, "Marina, semana pasada quisiste protagonismo que tenido 3 meses, eso sales expulsada. Besis. #Gala12GH16", 40.4351144, -3.7027627, es
130816861, "\\\\u00a1Hola #Madrid! @ Madrid Hotel Isis https://t.co/TOu3HTcbpV", 40.3887295, -3.70022909, es
926212477, "He visto trailer Civil War y que dejado puta maiden. No se breve an\\\\u00e1lisis...", 40.3826953, -3.6229353, es
783157418, "Se asumido q bombardeos son soluci\\\\u00f3n. Se busca intervenci\\\\u00f3n terrestre tropas kurdas y sirias. Crearemos Otro monstruo?", 40.3404298, -3.8462228, es
783157418, "@jjmabur morenes vendedor d armas? Mejor q tiene, pq todos d sale. Irak, Afganistan, Siria, Yemen... Muertos...", 40.3404298, -3.8462228, es
1027204951, "@BonDiegoJovi A tu madre casi le da algo al verte bandera Siria y ahora te pones RDA, tientes ley mordaza", 40.3449722, -3.8159208, es
362683016, "Como deciamos manis... vuestra crisis pagamos necesitamos Podemos #L6Nsueldos #L6Ncallepsanchez https://t.co/k0qFVZqqpb", 40.3994079, -3.5989758, es
492956912, ".@frdelatorre Vamos reconstruir clase media debastada crisis #SolucionesCs https://t.co/YKDCXOwNRY", 40.4416134, -3.6722203, es
783157418, "@PedroPmotero y deber\\\\u00edamos meterlo avi\\\\u00f3n Siria y soltarlo desierto", 40.3404298, -3.8462228, es
7742252, "La colcha @codeterrorist y @lurilurika. \\\\ud83c\\\\udfbcCada loco \\\\ud83c\\\\udfb5con tema\\\\ud83c\\\\udfb6 @ Rivas Urbanizaciones https://t.co/pKrLTCaHTk", 40.3667715, -3.5472758, es
222083433, "Reuni\\\\u00f3n amigos. Los amo! Esperando llegada peque\\\\u00f1a Isis paulova82 mabuhayyyyyy leilamaki\\\\u2026 https://t.co/zcnyc6XEcL", 40.4150675, -3.6695171, es
622100444, "#ObjetivoIglesias Salir crisis al neoliberal, sueldos mierda enriquecer m\\\\u00e1s ricos, interesa.", 40.3818877, -3.6744826, es
6571822, "An\\\\u00e1lisis predictivo: Amazon predice que el14/12/2015 ser\\\\u00e1 d\\\\u00eda que m\\\\u00e1s compraremos online. https://t.co/h1mY1hMG2v https://t.co/es8kQuXPkV", 40.5101902, -3.6697756, es
1449550838, "La casa ideal espa\\\\u00f1oles y europeos: RE/MAX Europa, exhaustivo an\\\\u00e1lisis realizado 8.000 personas e... https://t.co/Tb6VLSk9iX", 40.4072203, -3.6570055, es
1966678669, "La casa ideal espa\\\\u00f1oles y europeos: RE/MAX Europa, exhaustivo an\\\\u00e1lisis realizado 8.000 personas e... https://t.co/4Wwd4znR5m", 40.4072203, -3.6570055, es
186478529, "ESN : A Syrian cultural day Spain: For part, Venezuelan Ambassador Spain Mario Isea Boh?rquez\\\\u2026 https://t.co/CH434TnTOv", 40.41970731, -3.69855957, es
487900041, "Gente c\\\\u00e1rcel ideolog\\\\u00eda pol\\\\u00edtica llamados terroristas y televisi\\\\u00f3n siguen llamando artista Pantoja, qu\\\\u00e9 asco pa\\\\u00eds", 40.4743836, -3.6378672, es
